"transaction_id,order_date,product_id,store_id,customer_id,quantity,discount,returned"
"T0026830,,P005653,S003,C018900,4,0.0,0"
"T0026831,,P025583,S005,C019037,4,0.0,0"
"T0026832,2022-10-01,P004235,S002,C010753,2,0.0,1"
"T0026833,,P034310,S001,C012269,1,0.0,0"
"T0026834,,P038508,S002,C006508,4,0.0,0"
"T0026835,2022-01-12,P006640,S004,C004396,2,0.0,0"
"T0026837,2023-08-09,P016141,S003,C022762,2,0.0,0"
"T0026838,,P009419,S002,C001130,4,0.0,0"
"T0026839,,P015035,S005,C009905,3,0.0,0"
"T0026840,2020-05-02,P025148,S003,C019694,3,0.0,0"
"T0026841,2024-08-09,P022920,S005,C014356,4,0.0,0"
"T0026842,2024-03-08,P045916,S004,C004468,3,0.0,0"
"T0026843,2021-06-08,P011322,S002,C010300,4,0.1,0"
"T0026844,,P007180,S001,C015020,2,0.3,0"
"T0026845,2020-07-01,P049215,S002,C005371,2,0.0,0"
"T0026846,2021-06-12,P012784,S003,C016205,4,0.0,0"
"T0026847,,P008951,S002,C015506,1,0.0,0"
"T0026848,,P045738,S002,C004087,3,0.3,0"
"T0026849,,P026727,S004,C018596,3,0.3,0"
"T0026850,,P041404,S005,C016135,4,0.1,0"
"T0026851,,P025475,S005,C013108,3,0.0,0"
"T0026852,,P034177,S001,C019472,4,0.0,0"
"T0026853,2023-05-03,P016759,S003,C016590,4,0.0,0"
"T0026854,2023-03-06,P044309,S002,C007438,4,0.1,0"
"T0026855,2022-08-06,P032962,S003,C014295,1,0.0,0"
"T0026856,,P001035,S005,C018686,3,0.0,0"
"T0026857,2020-02-03,P005902,S005,C000878,2,0.0,0"
"T0026858,,P009548,S004,C010777,2,0.1,0"
"T0026859,2024-05-07,P028203,S004,C000836,2,0.0,0"
"T0026860,2024-04-10,P001788,S005,C009665,3,0.3,0"
"T0026861,,P024206,S005,C018823,4,0.0,0"
"T0026862,,P018247,S002,C002133,4,0.3,0"
"T0026863,2022-11-04,P015286,S002,C016872,1,0.1,0"
"T0026864,,P000137,S001,C003856,4,0.0,0"
"T0026865,2024-11-04,P028724,S001,C016631,2,0.0,0"
"T0026866,2022-04-01,P041462,S004,C023974,1,0.0,0"
"T0026867,,P047992,S001,C014779,2,0.2,0"
"T0026868,,P040148,S001,C009540,3,0.0,0"
"T0026869,,P037013,S001,C003073,3,0.0,0"
"T0026870,2022-08-06,P010460,S001,C004932,2,0.2,0"
"T0026871,,P049443,S004,C016983,4,0.0,0"
"T0026872,,P021749,S001,C008085,3,0.0,0"
"T0026873,2020-10-07,P042002,S005,C002970,4,0.0,0"
"T0026874,,P049635,S005,C010839,2,0.0,0"
"T0026875,2023-01-02,P013713,S001,C005978,3,0.0,0"
"T0026876,,P014195,S002,C001178,3,0.0,0"
"T0026877,,P013084,S001,C016554,1,0.0,0"
"T0026878,,P016304,S005,C002875,2,0.2,0"
"T0026879,2021-06-12,P038317,S002,C014729,3,0.2,0"
"T0026880,,P038229,S003,C017194,4,0.0,0"
"T0026881,,P033922,S003,C011464,1,0.3,0"
"T0026882,,P040957,S003,C004440,3,0.1,1"
"T0026883,,P010753,S004,C004010,2,0.1,0"
"T0026884,,P023066,S002,C014572,2,0.0,0"
"T0026885,,P015368,S005,C002496,3,0.0,1"
"T0026886,,P010847,S001,C003596,3,0.0,0"
"T0026887,,P001450,S001,C007495,2,0.2,1"
"T0026888,,P044519,S003,C021208,2,0.0,0"
"T0026889,,P008621,S001,C016017,2,0.0,0"
"T0026890,,P032379,S003,C015787,1,0.0,0"
"T0026891,2023-08-10,P036517,S002,C020802,2,0.0,0"
"T0026892,,P030568,S005,C004528,4,0.0,0"
"T0026893,2023-05-11,P044143,S003,C020337,4,0.1,0"
"T0026894,2024-11-12,P001341,S002,C005550,2,0.0,0"
"T0026895,,P007935,S003,C017055,2,0.2,0"
"T0026896,,P031120,S002,C002436,2,0.0,0"
"T0026897,,P037420,S005,C004534,4,0.1,0"
"T0026898,2024-11-07,P045159,S001,C000584,3,0.0,0"
"T0026899,,P025380,S001,C007683,2,0.0,0"
"T0026900,2021-04-10,P040073,S005,C003431,2,0.0,0"
"T0026901,,P011891,S001,C024701,3,0.0,1"
"T0026902,,P010168,S001,C023930,4,0.0,0"
"T0026903,,P033882,S001,C021413,2,0.0,0"
"T0026904,2020-03-09,P024992,S002,C022044,1,0.3,0"
"T0026905,,P025779,S002,C002121,1,0.0,0"
"T0026906,,P029168,S001,C013414,3,0.1,0"
"T0026907,,P006154,S005,C016882,4,0.0,0"
"T0026908,2024-10-05,P024977,S003,C011864,2,0.0,0"
"T0026909,,P041192,S005,C001246,4,0.0,0"
"T0026910,,P033077,S002,C014166,2,0.0,1"
"T0026911,,P002454,S004,C015672,2,0.0,1"
"T0026912,2020-01-11,P018213,S003,C017386,1,0.0,0"
"T0026913,2021-07-05,P002080,S004,C003902,3,0.0,0"
"T0026914,,P049067,S001,C017242,3,0.0,0"
"T0026915,,P023976,S001,C003187,1,0.1,0"
"T0026916,2024-02-05,P001774,S002,C008521,3,0.0,0"
"T0026917,,P008806,S003,C009963,3,0.0,0"
"T0026918,2024-06-10,P049578,S003,C001226,3,0.0,1"
"T0026919,2022-08-11,P028445,S004,C017133,1,0.1,0"
"T0026920,2021-10-07,P005830,S004,C012437,3,0.0,0"
"T0026921,2023-06-07,P001820,S003,C006711,4,0.0,0"
"T0026922,,P024250,S002,C007054,1,0.1,0"
"T0026923,,P046442,S002,C022032,4,0.0,0"
"T0026924,2020-01-03,P048966,S002,C000829,1,0.0,0"
"T0026925,2024-01-09,P022184,S004,C010990,1,0.0,0"
"T0026926,2020-02-12,P032123,S002,C004242,1,0.0,0"
"T0026927,2022-06-09,P024446,S004,C015925,4,0.0,1"
"T0026928,,P026470,S005,C000057,2,0.0,0"
"T0026929,2021-03-04,P008026,S002,C011107,2,0.0,0"
"T0026930,2020-03-01,P047222,S001,C005843,4,0.3,0"
"T0026931,,P036177,S002,C023917,3,0.1,0"
"T0026932,,P023964,S004,C007137,1,0.3,0"
"T0026933,2024-11-10,P003348,S001,C011819,2,0.2,0"
"T0026934,,P009617,S005,C012404,1,0.1,0"
"T0026935,2022-08-06,P038256,S004,C020306,2,0.2,0"
"T0026936,,P049542,S003,C018511,1,0.0,0"
"T0026937,2022-11-03,P000378,S002,C014984,1,0.1,0"
"T0026938,,P020539,S003,C006475,2,0.0,0"
"T0026939,2022-08-03,P041591,S004,C008892,1,0.2,0"
"T0026940,2020-08-05,P032855,S005,C005822,4,0.1,0"
"T0026941,,P000237,S002,C012695,2,0.0,0"
"T0026942,,P023555,S005,C018170,2,0.0,0"
"T0026943,2024-03-09,P004220,S002,C017670,2,0.0,0"
"T0026944,2024-12-04,P017174,S003,C009823,2,0.0,0"
"T0026945,2022-03-03,P041968,S004,C006209,1,0.0,0"
"T0026946,,P011665,S005,C000213,4,0.1,0"
"T0026947,,P020952,S003,C007146,3,0.0,0"
"T0026948,2020-02-06,P007213,S003,C020164,3,0.0,0"
"T0026949,,P029324,S003,C019972,4,0.1,0"
"T0026950,,P031446,S003,C021100,4,0.0,1"
"T0026951,,P005939,S005,C007352,4,0.1,0"
"T0026952,,P001076,S004,C010824,2,0.1,0"
"T0026953,2023-07-06,P019045,S001,C020030,3,0.0,0"
"T0026954,,P011043,S001,C019141,3,0.0,0"
"T0026955,,P035331,S003,C024102,1,0.0,0"
"T0026956,,P005679,S005,C008155,2,0.3,0"
"T0026957,,P013021,S002,C008753,3,0.0,1"
"T0026958,,P032901,S002,C014173,2,0.2,0"
"T0026959,2020-08-04,P001211,S003,C007532,3,0.0,0"
"T0026960,,P013733,S001,C017702,2,0.0,0"
"T0026961,2022-07-02,P003165,S003,C009439,2,0.1,0"
"T0026962,,P010660,S005,C001548,1,0.0,0"
"T0026963,,P039883,S003,C016578,1,0.0,0"
"T0026964,2023-07-06,P036940,S004,C023556,4,0.0,0"
"T0026965,,P027842,S001,C017251,3,0.0,0"
"T0026966,,P014625,S001,C014103,3,0.0,0"
"T0026967,,P002485,S005,C000054,4,0.1,0"
"T0026968,,P015223,S005,C007722,4,0.1,0"
"T0026969,,P024425,S005,C007701,2,0.0,0"
"T0026970,,P012153,S005,C000930,4,0.0,0"
"T0026971,,P013777,S003,C007455,2,0.2,0"
"T0026972,,P000125,S003,C010345,2,0.0,0"
"T0026973,,P041422,S004,C007218,3,0.0,0"
"T0026974,,P013778,S005,C021245,4,0.1,0"
"T0026975,,P041599,S004,C015632,1,0.1,0"
"T0026976,,P018782,S001,C016917,4,0.1,0"
"T0026977,,P033798,S002,C012901,3,0.0,0"
"T0026978,2024-03-05,P049922,S004,C014977,4,0.0,0"
"T0026979,,P035388,S001,C007028,4,0.1,0"
"T0026980,2024-02-11,P005261,S003,C009598,3,0.3,0"
"T0026981,,P028571,S003,C017786,2,0.1,0"
"T0026982,2022-04-12,P035123,S004,C008502,3,0.0,0"
"T0026983,2021-05-02,P019618,S005,C001338,3,0.0,0"
"T0026984,,P021142,S002,C013968,1,0.0,0"
"T0026985,2023-07-04,P043519,S003,C008870,1,0.0,0"
"T0026986,,P017340,S005,C022823,2,0.0,0"
"T0026987,2023-07-08,P010384,S003,C000660,3,0.2,0"
"T0026988,,P028268,S001,C010791,3,0.1,0"
"T0026989,2023-08-07,P012761,S002,C006975,1,0.1,0"
"T0026990,,P001525,S001,C004308,4,0.0,0"
"T0026991,,P034588,S001,C001624,4,0.0,0"
"T0026992,2024-03-02,P045859,S004,C007730,4,0.0,1"
"T0026993,,P012727,S003,C003135,4,0.0,0"
"T0026994,,P047515,S005,C010776,2,0.0,0"
"T0026995,,P046700,S004,C022894,1,0.2,0"
"T0026996,,P029767,S003,C000126,1,0.1,0"
"T0026997,2021-07-07,P042841,S004,C019089,4,0.0,0"
"T0026998,2020-04-02,P027361,S001,C012062,2,0.2,0"
"T0026999,2022-11-10,P022407,S005,C005742,1,0.0,0"
"T0027000,,P038292,S003,C007266,1,0.1,0"
"T0027001,,P036265,S004,C024993,3,0.0,0"
"T0027002,2023-11-05,P036656,S002,C017441,2,0.0,0"
"T0027003,,P008289,S004,C012100,4,0.0,0"
"T0027004,2022-11-03,P029591,S005,C016634,2,0.0,0"
"T0027005,,P016764,S003,C001346,1,0.0,0"
"T0027006,,P002387,S003,C013021,3,0.0,1"
"T0027007,2024-02-01,P038673,S005,C001956,2,0.2,0"
"T0027008,2022-08-07,P026377,S003,C004435,4,0.1,0"
"T0027009,,P040379,S004,C000161,4,0.0,0"
"T0027010,,P042417,S002,C000658,4,0.0,0"
"T0027011,,P016194,S002,C013370,4,0.0,0"
"T0027012,2022-05-04,P024420,S002,C016643,4,0.0,0"
"T0027013,2024-11-04,P004981,S004,C019205,1,0.1,0"
"T0027015,,P038300,S001,C006343,4,0.2,0"
"T0027016,2023-07-10,P030450,S005,C010286,4,0.0,0"
"T0027017,,P010427,S003,C001107,4,0.0,0"
"T0027018,2023-06-05,P027234,S005,C008619,3,0.0,0"
"T0027019,2020-07-10,P048048,S003,C017972,3,0.0,1"
"T0027020,2021-06-12,P033983,S004,C014224,2,0.1,0"
"T0027021,2020-09-02,P007504,S003,C001422,3,0.3,0"
"T0027022,2023-11-02,P028348,S005,C012157,3,0.0,0"
"T0027023,,P012236,S003,C010520,1,0.0,1"
"T0027024,2020-07-07,P017814,S002,C008411,1,0.1,0"
"T0027025,2024-07-03,P041902,S999,C009849,1,0.1,0"
"T0027026,,P038727,S004,C005671,2,0.0,0"
"T0027027,2022-04-10,P044050,S004,C007943,4,0.0,0"
"T0027028,,P012588,S003,C000136,3,0.0,0"
"T0027030,,P035674,S005,C001440,1,0.0,1"
"T0027031,,P010636,S004,C002554,1,0.0,0"
"T0027032,,P025526,S002,C016281,4,0.0,0"
"T0027033,2020-07-04,P009627,S001,C020113,2,0.0,0"
"T0027034,,P011512,S003,C012036,2,0.2,1"
"T0027035,2023-03-03,P031960,S001,C000252,1,0.0,0"
"T0027036,2023-03-12,P015691,S005,C017968,4,0.2,0"
"T0027037,,P043109,S005,C008707,3,0.1,0"
"T0027038,,P003189,S004,C015226,4,0.1,0"
"T0027039,,P043461,S004,C007935,3,0.1,0"
"T0027040,2024-11-05,P023190,S003,C010162,1,0.1,0"
"T0027041,,P041506,S002,C006540,2,0.0,0"
"T0027042,,P021986,S005,C012582,2,0.3,0"
"T0027043,,P038803,S005,C013544,2,0.1,0"
"T0027044,2022-09-12,P039654,S003,C007560,4,0.2,0"
"T0027045,,P011112,S001,C001626,3,0.0,0"
"T0027046,,P006957,S005,C016589,2,0.0,0"
"T0027047,,P040619,S004,C002705,4,0.1,0"
"T0027048,,P011943,S001,C022663,1,0.3,0"
"T0027049,2021-03-02,P017361,S003,C018684,1,0.0,0"
"T0027050,2021-10-02,P021970,S005,C003202,3,0.1,0"
"T0027051,,P046374,S004,C011171,3,0.2,0"
"T0027052,,P034603,S003,C008195,2,0.0,0"
"T0027053,,P009427,S002,C001217,2,0.0,0"
"T0027054,2020-01-07,P033246,S002,C009988,3,0.2,0"
"T0027055,,P045506,S001,C013754,2,0.1,0"
"T0027056,2021-05-10,P024580,S003,C015686,2,0.0,0"
"T0027057,2022-02-01,P009079,S003,C023833,1,0.1,0"
"T0027058,2024-04-01,P038213,S001,C005975,1,0.0,0"
"T0027059,,P001806,S003,C000657,4,0.2,0"
"T0027060,,P041044,S002,C012595,2,0.0,0"
"T0027061,2021-07-12,P034036,S002,C010349,3,0.0,0"
"T0027062,2022-01-04,P027405,S001,C003217,1,0.0,0"
"T0027063,2020-10-08,P019040,S002,C018869,3,0.1,0"
"T0027064,,P037734,S001,C005871,4,0.1,0"
"T0027065,,P049095,S004,C014695,4,0.0,0"
"T0027066,2020-11-06,P005266,S004,C011489,3,0.0,0"
"T0027067,2022-08-08,P044935,S003,C010554,2,0.0,0"
"T0027068,,P022363,S004,C011425,2,0.0,1"
"T0027069,,P015490,S005,C013554,3,0.0,0"
"T0027070,2024-05-10,P036761,S004,C020774,2,0.0,1"
"T0027071,2020-02-12,P038065,S002,C023396,2,0.0,0"
"T0027072,,P025970,S003,C023824,3,0.0,0"
"T0027073,,P010794,S002,C000508,4,0.0,0"
"T0027074,2020-09-06,P044282,S004,C020530,3,0.0,0"
"T0027075,,P029390,S005,C007510,4,0.1,0"
"T0027076,,P039433,S002,C001762,1,0.1,0"
"T0027077,2020-01-01,P047349,S004,C013324,4,0.1,0"
"T0027078,,P041268,S003,C024506,2,0.3,0"
"T0027079,,P042449,S004,C004371,1,0.0,0"
"T0027080,,P007922,S004,C004257,2,0.0,0"
"T0027081,,P017707,S004,C001710,3,0.2,0"
"T0027082,,P003070,S003,C009197,3,0.0,0"
"T0027083,2021-02-05,P010720,S003,C014212,3,0.0,0"
"T0027084,,P036792,S002,C008746,4,0.1,0"
"T0027085,,P032839,S005,C012842,4,0.0,0"
"T0027086,2023-03-10,P001119,S001,C019461,3,0.0,0"
"T0027087,2021-12-10,P007476,S001,C014193,2,0.0,0"
"T0027088,,P032447,S003,C003210,1,0.0,0"
"T0027089,,P036678,S001,C004751,4,0.0,0"
"T0027090,2022-12-10,P027543,S005,C015046,1,0.1,0"
"T0027091,,P025650,S004,C009736,3,0.0,0"
"T0027092,,P000330,S002,C010798,4,0.1,0"
"T0027093,2021-07-12,P032275,S003,C021508,4,0.0,0"
"T0027094,2022-09-02,P017974,S001,C023669,3,0.0,0"
"T0027095,2020-05-09,P032982,S005,C023859,3,0.0,0"
"T0027096,,P032967,S005,C013427,3,0.0,0"
"T0027097,,P026778,S004,C013573,4,0.0,0"
"T0027098,2022-05-07,P013065,S002,C018043,1,0.2,0"
"T0027100,,P020694,S001,C005424,3,0.0,0"
"T0027101,,P009662,S003,C019657,3,0.3,0"
"T0027102,,P048144,S005,C021845,3,0.1,0"
"T0027103,,P011831,S004,C022592,1,0.0,0"
"T0027104,,P028889,S002,C018320,1,0.0,0"
"T0027105,,P022598,S004,C004346,3,0.0,0"
"T0027106,,P045437,S003,C006678,1,0.0,0"
"T0027107,2020-10-04,P008357,S002,C009691,1,0.3,0"
"T0027108,,P033668,S003,C019417,3,0.0,0"
"T0027109,2020-11-12,P016329,S004,C020472,2,0.0,0"
"T0027110,2024-05-11,P037145,S002,C022381,3,0.1,0"
"T0027111,,P016459,S002,C013505,2,0.1,1"
"T0027112,,P002968,S005,C009158,4,0.0,0"
"T0027113,2020-07-04,P000567,S002,C023329,2,0.0,0"
"T0027114,,P005876,S003,C004112,3,0.0,0"
"T0027115,2024-04-11,P015235,S005,C014071,4,0.1,0"
"T0027116,,P037147,S002,C008100,1,0.1,0"
"T0027117,,P043054,S004,C021510,1,0.0,0"
"T0027118,2022-11-11,P006079,S003,C004551,3,0.0,0"
"T0027119,,P018895,S005,C010317,1,0.1,0"
"T0027120,2024-01-08,P034287,S004,C010523,1,0.0,0"
"T0027121,2020-12-07,P029291,S004,C018545,2,0.0,0"
"T0027122,2022-02-06,P024170,S005,C002480,4,0.0,0"
"T0027123,,P044546,S004,C012343,3,0.2,0"
"T0027124,2021-06-08,P030808,S003,C005271,4,0.0,0"
"T0027125,,P024986,S001,C007548,1,0.0,0"
"T0027126,,P039488,S004,C004615,1,0.0,0"
"T0027127,,P036398,S005,C005315,1,0.0,0"
"T0027128,,P042607,S003,C024322,4,0.0,0"
"T0027129,,P027406,S001,C017484,2,0.0,1"
"T0027130,,P023959,S005,C004485,2,0.0,1"
"T0027131,,P011556,S001,C000263,4,0.1,1"
"T0027132,,P040929,S003,C011718,4,0.0,0"
"T0027133,,P026072,S005,C013602,2,0.0,0"
"T0027134,,P005029,S001,C017409,2,0.2,1"
"T0027135,,P029055,S001,C017293,4,0.1,0"
"T0027136,2020-09-08,P015462,S003,C002448,4,0.1,0"
"T0027137,,P009626,S003,C021221,4,0.0,0"
"T0027138,2022-06-08,P011061,S003,C002575,1,0.0,0"
"T0027139,,P005856,S003,C024410,2,0.1,0"
"T0027140,2024-07-06,P006747,S001,C009747,3,0.0,0"
"T0027141,,P008586,S002,C016317,1,0.0,0"
"T0027142,,P010814,S003,C020531,4,0.0,0"
"T0027143,,P037026,S002,C024096,3,0.0,0"
"T0027144,,P021893,S001,C022381,3,0.0,0"
"T0027145,,P025005,S001,C008053,1,0.1,0"
"T0027146,2020-02-06,P014853,S001,C012327,1,0.0,0"
"T0027147,,P017433,S005,C019315,4,0.1,0"
"T0027148,2024-03-09,P017002,S004,C010717,1,0.1,0"
"T0027149,,P025978,S003,C003715,3,0.0,0"
"T0027150,2023-01-08,P036982,S001,C004705,4,0.0,0"
"T0027151,2020-07-07,P999999,S003,C010669,1,0.2,0"
"T0027152,2024-03-12,P012330,S004,C000651,2,0.0,0"
"T0027153,2022-03-10,P040751,S004,C012630,2,0.0,0"
"T0027154,2024-07-08,P032064,S002,C001947,3,0.2,0"
"T0027155,,P038522,S005,C007621,1,0.0,0"
"T0027156,2023-03-01,P023836,S003,C005413,4,0.2,0"
"T0027157,,P003047,S001,C011889,1,0.2,0"
"T0027158,2021-08-01,P017606,S005,C004895,1,0.3,1"
"T0027159,,P031642,S002,C001504,4,0.1,0"
"T0027160,2023-10-07,P049142,S001,C006811,4,0.1,0"
"T0027161,,P013635,S005,C000899,2,0.0,0"
"T0027162,,P045666,S002,C006573,4,0.0,0"
"T0027163,,P032396,S003,C021138,3,0.2,0"
"T0027164,2022-09-05,P011629,S004,C010220,4,0.0,0"
"T0027165,,P035984,S005,C024395,1,0.0,0"
"T0027166,,P037942,S002,C020195,1,0.0,0"
"T0027167,,P025822,S002,C000587,1,0.0,0"
"T0027168,,P047889,S003,C011501,1,0.1,0"
"T0027169,,P039430,S005,C010444,2,0.2,0"
"T0027170,,P014581,S001,C006296,2,0.1,0"
"T0027171,2022-03-10,P012323,S005,C014411,2,0.0,0"
"T0027172,,P001609,S002,C000972,3,0.2,0"
"T0027173,2024-06-02,P022858,S001,C013882,3,0.0,0"
"T0027174,2023-07-11,P028839,S002,C000677,2,0.0,0"
"T0027175,,P004127,S004,C010082,4,0.0,0"
"T0027176,,P020510,S001,C010854,3,0.0,0"
"T0027177,,P032135,S003,C003004,1,0.0,0"
"T0027178,2024-01-04,P047103,S001,C013297,2,0.0,0"
"T0027179,,P009485,S003,C000802,3,0.0,0"
"T0027180,2024-09-11,P048940,S005,C003308,1,0.2,0"
"T0027182,,P041128,S004,C015236,3,0.0,0"
"T0027183,,P029522,S001,C004584,2,0.0,0"
"T0027184,2024-11-08,P019029,S002,C011800,4,0.0,0"
"T0027185,2023-09-01,P028212,S004,C021209,1,0.0,0"
"T0027186,2021-12-05,P044334,S004,C012649,4,0.0,0"
"T0027187,,P034385,S004,C013854,3,0.0,0"
"T0027188,,P029855,S001,C013449,3,0.1,0"
"T0027189,2024-02-10,P027107,S002,C004247,1,0.0,0"
"T0027191,,P035645,S005,C004166,4,0.0,0"
"T0027192,,P014376,S005,C001141,3,0.3,0"
"T0027193,,P000626,S001,C018654,4,0.1,1"
"T0027194,,P000380,S004,C003517,3,0.1,1"
"T0027195,,P028980,S004,C016298,4,0.0,0"
"T0027196,,P032607,S003,C009478,2,0.0,0"
"T0027197,,P034704,S001,C014066,3,0.1,0"
"T0027198,,P005962,S003,C010727,1,0.0,0"
"T0027199,,P030794,S003,C002600,4,0.0,1"
"T0027200,,P044419,S003,C008105,3,0.0,0"
"T0027201,2022-09-07,P039345,S002,C003583,4,0.1,0"
"T0027202,,P025804,S002,C018240,3,0.0,0"
"T0027203,,P006360,S002,C008501,2,0.0,0"
"T0027204,2022-06-10,P008410,S002,C004565,1,0.1,0"
"T0027205,,P009036,S004,C012655,4,0.1,0"
"T0027206,2023-10-12,P017145,S001,C021684,1,0.0,0"
"T0027207,,P029466,S004,C001232,3,0.0,0"
"T0027208,,P034721,S001,C005792,1,0.0,0"
"T0027209,2024-12-01,P009000,S005,C014440,1,0.1,0"
"T0027210,,P019275,S005,C005806,2,0.0,0"
"T0027211,,P012299,S003,C009691,1,0.0,0"
"T0027212,2022-04-04,P046457,S004,C021159,4,0.2,0"
"T0027213,,P029063,S002,C017532,3,0.0,0"
"T0027214,,P037954,S005,C012467,2,0.0,0"
"T0027215,,P018669,S005,C018494,4,0.2,0"
"T0027216,2022-06-09,P019769,S003,C015373,2,0.0,0"
"T0027217,2023-04-12,P039585,S002,C010402,1,0.0,0"
"T0027218,2020-05-05,P040510,S005,C021437,3,0.3,0"
"T0027219,2022-04-04,P042800,S001,C010551,2,0.0,0"
"T0027220,,P038920,S004,C021125,2,0.0,0"
"T0027221,,P027292,S001,C019618,1,0.2,0"
"T0027222,,P007119,S005,C014746,2,0.0,0"
"T0027223,2022-09-04,P017468,S001,C014116,1,0.0,0"
"T0027224,,P014030,S005,C005254,2,0.0,0"
"T0027225,,P019738,S005,C012943,3,0.0,0"
"T0027226,2024-11-07,P034642,S001,C013143,1,0.1,0"
"T0027227,,P014605,S003,C020503,3,0.0,1"
"T0027228,,P006672,S003,C009038,1,0.0,0"
"T0027229,2024-10-06,P026127,S005,C012528,4,0.0,0"
"T0027230,2020-01-02,P009067,S004,C012792,2,0.0,0"
"T0027231,,P013295,S005,C004986,3,0.0,0"
"T0027232,,P030095,S005,C019842,4,0.0,0"
"T0027233,2020-05-01,P038353,S001,C024671,4,0.2,1"
"T0027234,2022-09-02,P005587,S002,C022405,2,0.0,0"
"T0027235,2023-12-01,P022905,S004,C019261,4,0.0,0"
"T0027236,,P029780,S003,C014439,3,0.2,0"
"T0027237,,P021998,S004,C016764,4,0.0,0"
"T0027238,2023-11-09,P047532,S004,C021358,1,0.1,0"
"T0027239,,P030120,S002,C010501,4,0.0,0"
"T0027240,,P021214,S001,C020124,2,0.0,0"
"T0027241,2021-04-01,P030914,S002,C010599,3,0.1,0"
"T0027242,2021-03-04,P029931,S005,C021046,2,0.0,0"
"T0027243,2023-12-07,P022840,S003,C022900,4,0.0,0"
"T0027244,,P018858,S001,C022947,3,0.0,0"
"T0027245,2021-02-11,P031085,S003,C017194,2,0.0,0"
"T0027246,2023-12-10,P008573,S002,C019397,2,0.1,0"
"T0027247,,P030975,S002,C004992,1,0.2,0"
"T0027248,,P006633,S003,C006929,1,0.0,0"
"T0027249,,P011874,S004,C001588,1,0.0,0"
"T0027250,,P041193,S005,C022266,2,0.0,0"
"T0027251,,P026516,S005,C013310,4,0.0,0"
"T0027252,2023-12-09,P025440,S005,C000031,3,0.0,0"
"T0027253,,P027173,S005,C024212,1,0.0,0"
"T0027254,,P014368,S004,C014325,4,0.0,0"
"T0027255,2024-10-05,P018345,S002,C018652,1,0.0,0"
"T0027256,,P036847,S002,C018782,4,0.2,0"
"T0027257,2023-09-01,P019228,S005,C024381,3,0.0,0"
"T0027258,2022-05-07,P001719,S002,C006199,2,0.0,0"
"T0027259,2020-02-08,P030145,S003,C017910,1,0.0,0"
"T0027260,2023-07-11,P020450,S004,C004415,3,0.1,0"
"T0027261,,P035608,S001,C006057,4,0.1,0"
"T0027262,2022-09-04,P031870,S002,C007442,1,0.2,0"
"T0027263,2023-12-03,P043164,S004,C023001,2,0.0,0"
"T0027264,2020-03-11,P010266,S001,C016544,3,0.2,0"
"T0027265,2024-09-02,P027840,S001,C002521,2,0.0,0"
"T0027266,,P033895,S002,C006446,3,0.0,0"
"T0027267,2022-06-12,P029893,S005,C017242,1,0.0,0"
"T0027268,,P033968,S001,C011068,2,0.1,0"
"T0027269,,P005491,S004,C017692,3,0.0,1"
"T0027270,,P011113,S001,C016872,4,0.2,0"
"T0027271,,P032111,S004,C010316,1,0.0,0"
"T0027272,,P028440,S002,C013289,3,0.0,0"
"T0027273,2020-11-10,P040707,S002,C016183,4,0.0,0"
"T0027274,2021-01-11,P039023,S001,C005922,3,0.0,0"
"T0027275,2023-08-03,P002122,S999,C024138,4,0.0,0"
"T0027276,,P038084,S005,C019082,2,0.0,0"
"T0027277,,P011312,S002,C002120,1,0.0,0"
"T0027278,,P049919,S005,C010688,1,0.0,0"
"T0027279,2023-01-05,P017911,S003,C014756,1,0.0,0"
"T0027280,,P026376,S004,C017962,1,0.2,0"
"T0027281,,P035352,S004,C000538,1,0.0,0"
"T0027282,,P016135,S005,C021623,1,0.0,0"
"T0027283,,P010981,S003,C005233,2,0.0,0"
"T0027284,2024-01-05,P008752,S005,C024316,1,0.0,1"
"T0027285,,P014292,S005,C001406,2,0.2,0"
"T0027286,2021-03-07,P028013,S001,C020472,1,0.0,0"
"T0027287,,P047917,S005,C015795,2,0.3,0"
"T0027288,,P016363,S005,C011386,2,0.0,0"
"T0027289,,P011476,S005,C007839,2,0.0,0"
"T0027290,2023-01-06,P027985,S004,C008646,3,0.0,0"
"T0027291,,P020251,S004,C006756,1,0.0,0"
"T0027292,,P033289,S001,C019628,3,0.0,0"
"T0027293,,P046847,S005,C019543,4,0.3,0"
"T0027294,,P021797,S005,C021044,3,0.0,0"
"T0027295,2024-12-11,P033828,S005,C016245,3,0.0,0"
"T0027296,2020-03-02,P001744,S002,C024791,2,0.0,1"
"T0027297,,P008285,S005,C003265,3,0.1,1"
"T0027298,,P034138,S001,C022837,3,0.0,0"
"T0027299,,P035173,S004,C001571,1,0.1,0"
"T0027300,2024-08-10,P012023,S002,C021141,1,0.0,0"
"T0027301,2021-08-11,P000002,S003,C016138,4,0.0,0"
"T0027302,,P028203,S001,C001387,3,0.0,0"
"T0027303,2020-10-03,P010678,S002,C007324,4,0.0,0"
"T0027304,,P049186,S002,C007499,2,0.0,0"
"T0027305,,P009221,S004,C006680,1,0.0,0"
"T0027306,2024-03-02,P007616,S003,C017063,1,0.0,0"
"T0027307,,P023329,S004,C012133,1,0.0,0"
"T0027308,,P027576,S002,C023383,2,0.0,0"
"T0027309,,P044564,S004,C014523,4,0.0,0"
"T0027310,,P011235,S005,C000199,2,0.0,1"
